year,sys,fis,per,class,ad,co,ba,no,pv,in,ve,cc,cp,cm,value
2022,2,1,7,Contador,0,13440,0,8120,0,0,0,0,0,0,21560
2022,4,1,7,Cajero,0,0,0,0,7900,2850,7920,2850,0,0,21520
2021,4,1,7,Contador,0,7900,0,0,0,0,7920,2850,2850,0,21520
2022,5,1,5,Empresa,0,6130,6130,0,0,0,3550,2850,2850,0,21510
2020,5,1,5,Empresa,0,6130,6130,0,0,0,3550,2850,2850,0,21510
2022,5,1,5,Empresa,0,6130,6130,0,0,0,3550,2850,2850,0,21510
2020,5,1,5,Empresa,0,6130,6130,0,0,0,3550,2850,2850,0,21510
2022,5,1,5,Empresa,0,6130,6130,0,0,0,3550,2850,2850,0,21510
2021,3,2,8,Contador,0,6130,0,0,0,0,10860,4520,0,0,21510
2022,5,1,5,Empresa,0,6130,6130,0,0,0,3550,2850,2850,0,21510
2022,5,1,5,Empresa,0,6130,6130,0,0,0,3550,2850,2850,0,21510
2022,5,1,5,Empresa,0,6130,6130,0,0,0,0,2850,2850,3550,21510
2022,5,2,5,Empresa,0,6130,6130,0,0,0,3550,2850,2850,0,21510
2022,4,2,6,Cajero,0,0,0,0,15800,2850,0,2850,0,0,21500
2022,4,2,6,Cajero,0,0,0,0,15800,5700,0,0,0,0,21500
2022,4,2,6,Cajero,0,0,0,0,15800,5700,0,0,0,0,21500
2022,4,2,6,Cajero,0,0,0,0,15800,5700,0,0,0,0,21500
2021,4,2,6,Cajero,0,0,0,0,15800,2850,0,2850,0,0,21500
2021,4,2,6,Cajero,0,0,0,0,15800,5700,0,0,0,0,21500
2021,4,2,6,Cajero,0,0,0,0,15800,5700,0,0,0,0,21500
2022,4,1,6,Contador,0,7900,7900,0,0,0,0,2850,2850,0,21500
2022,3,1,7,NA,0,0,0,0,10700,0,7920,2850,0,0,21470
2021,4,3,6,Cajero,0,0,0,0,16940,4520,0,0,0,0,21460
2020,4,3,6,Cajero,0,0,0,0,16940,4520,0,0,0,0,21460
2021,4,1,8,Cajero,0,0,0,0,7900,4520,0,4520,4520,0,21460
2021,4,1,8,Cajero,0,0,0,0,7900,4520,0,4520,4520,0,21460
2020,4,1,8,NA,0,0,7900,0,0,4520,0,4520,4520,0,21460
2022,5,1,7,Empresa,0,0,0,0,0,2850,6450,2850,2850,6450,21450
2021,3,2,6,Cajero,0,0,0,0,18600,2850,0,0,0,0,21450
2021,5,1,7,Empresa,0,0,0,0,0,2850,6450,2850,2850,6450,21450
2021,4,1,4,Contador,0,6130,6130,6340,0,0,0,2850,0,0,21450
2022,5,1,7,Empresa,0,0,0,0,0,2850,6450,2850,2850,6450,21450
2022,5,1,7,Empresa,0,0,0,0,0,2850,6450,2850,2850,6450,21450
2022,4,1,4,Contador,0,6130,6130,6340,0,0,0,0,2850,0,21450
2022,5,1,7,Empresa,0,0,0,0,0,2850,6450,2850,2850,6450,21450
2022,5,1,7,Empresa,0,0,0,0,0,2850,6450,2850,2850,6450,21450
2021,3,2,6,Cajero,0,0,0,0,18600,2850,0,0,0,0,21450
2022,5,1,7,Empresa,0,0,0,0,0,2850,6450,2850,2850,6450,21450
2021,4,1,8,AS,4500,0,0,0,7900,4520,0,4520,0,0,21440
2021,3,1,9,Cajero,0,0,0,0,7900,9000,0,4520,0,0,21420
2022,6,2,7,Empresa,0,0,0,0,0,5700,10000,5700,0,0,21400
2022,4,2,6,Cajero,0,6130,0,0,7900,4520,0,2850,0,0,21400
2021,3,1,10,NA,0,0,0,0,0,5970,0,0,4520,10860,21350
2021,3,1,6,Cajero,0,6130,0,0,10700,4520,0,0,0,0,21350
2022,3,1,10,NA,0,0,0,0,0,4520,10860,5970,0,0,21350
2022,2,2,7,Contador,0,21340,0,0,0,0,0,0,0,0,21340
2020,2,1,7,Contador,0,13440,7900,0,0,0,0,0,0,0,21340
2021,2,2,7,Contador,0,21340,0,0,0,0,0,0,0,0,21340
2022,2,2,7,Contador,0,21340,0,0,0,0,0,0,0,0,21340
2021,2,1,7,NA,0,0,0,0,0,0,0,0,0,0,0
2021,3,1,8,Cajero,0,0,0,0,10700,4520,0,5970,0,0,21190
2020,6,2,6,Empresa,0,0,0,0,9040,5700,3550,2850,0,0,21140
2022,6,2,6,Empresa,0,0,0,0,9040,5700,3550,2850,0,0,21140
2022,6,2,6,Empresa,0,0,0,0,9040,5700,0,2850,0,3550,21140
2022,6,2,6,Empresa,0,0,0,0,9040,5700,0,2850,0,3550,21140
2022,6,2,6,Empresa,0,0,0,0,9040,5700,3550,2850,0,0,21140
2022,5,2,5,Empresa,0,0,0,6340,9040,2850,0,2850,0,0,21080
2021,4,1,8,Cajero,0,0,0,0,4520,2850,10860,2850,0,0,21080
2022,5,2,6,Empresa,0,0,0,0,12420,5700,0,2850,0,0,20970
2022,5,2,6,Empresa,0,0,0,0,12420,5700,0,2850,0,0,20970
2022,5,2,6,Empresa,0,0,0,0,12420,5700,0,2850,0,0,20970
2021,5,2,6,Empresa,0,0,0,0,12420,2850,0,5700,0,0,20970
2022,5,2,6,Empresa,0,0,0,0,12420,5700,0,2850,0,0,20970
2022,5,4,5,Empresa,0,0,0,0,18080,2850,0,0,0,0,20930
2022,4,2,6,Cajero,0,0,0,0,15220,5700,0,0,0,0,20920
2022,6,1,6,Empresa,0,0,0,0,0,2850,3550,2850,2850,3550,15650
2020,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2020,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2021,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,2,6,NA,0,0,0,0,20860,0,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2020,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2020,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2020,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,2,6,NA,0,0,0,0,20860,0,0,0,0,0,20860
2021,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,NA,0,0,0,0,16340,0,0,4520,0,0,20860
2020,2,2,6,NA,0,0,0,0,20860,0,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2021,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2020,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2021,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2020,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2020,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2020,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2021,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2020,2,1,7,NA,0,0,0,0,16340,0,0,4520,0,0,20860
2021,2,1,7,NA,0,0,0,0,16340,0,0,4520,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2020,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,NA,0,0,0,0,16340,0,0,4520,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,NA,0,0,0,0,16340,0,0,4520,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,NA,0,0,0,0,16340,0,0,4520,0,0,20860
2022,2,1,7,NA,0,0,0,0,16340,0,0,4520,0,0,20860
2022,2,1,7,NA,0,0,0,0,16340,0,0,4520,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2020,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2020,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2020,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2020,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2020,2,1,7,NA,0,0,0,0,16340,0,0,4520,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,Cajero,0,0,0,0,16340,4520,0,0,0,0,20860
2022,2,1,7,NA,0,0,0,0,16340,0,0,4520,0,0,20860
2022,5,1,5,Empresa,0,6130,6130,0,0,2850,0,2850,2850,0,20810
2022,3,1,6,Contador,0,7900,0,0,0,0,6450,0,0,6450,20800
2022,4,1,6,NA,0,0,0,0,7900,0,6450,2850,0,3550,20750
2022,3,1,7,Contador,0,9750,0,0,0,0,6450,4520,0,0,20720
2021,5,3,7,Empresa,0,0,0,0,9040,5700,0,5970,0,0,20710
2022,5,1,6,Empresa,0,7900,0,0,0,2850,3550,2850,0,3550,20700
2022,5,1,6,Empresa,0,0,0,0,7900,2850,3550,2850,0,3550,20700
2021,5,1,6,Empresa,0,0,0,0,7900,2850,3550,2850,0,3550,20700
2022,5,1,6,Empresa,0,0,0,0,7900,2850,3550,2850,0,3550,20700
2022,5,1,6,Empresa,0,0,0,0,7900,0,3550,2850,2850,3550,20700
2022,5,1,6,Empresa,0,0,0,0,7900,2850,3550,2850,0,3550,20700
2020,5,1,6,Empresa,0,0,0,0,7900,2850,3550,0,2850,3550,20700
2020,5,1,6,Empresa,0,0,0,0,7900,2850,3550,2850,0,3550,20700
2022,5,1,6,Empresa,0,0,0,0,7900,2850,3550,2850,0,3550,20700
2022,5,1,6,Empresa,0,0,0,0,7900,2850,3550,2850,0,3550,20700
2022,5,1,6,Empresa,0,0,0,0,7900,2850,3550,2850,0,3550,20700
2022,5,1,6,Empresa,0,0,0,0,7900,2850,3550,2850,0,3550,20700
2020,5,1,6,Empresa,0,0,0,0,7900,2850,3550,2850,0,3550,20700
2021,3,2,5,Contador,0,7900,0,6340,0,0,6450,0,0,0,20690
2022,3,1,5,Contador,0,7900,0,6340,0,0,0,0,0,6450,20690
2022,4,1,6,Cajero,0,0,0,0,10700,2850,3550,0,0,3550,20650
2021,4,1,6,Cajero,0,0,0,0,10700,2850,3550,0,0,3550,20650
2022,4,1,6,Cajero,0,0,0,0,10700,2850,3550,0,0,3550,20650
2022,4,1,5,Contador,0,6130,0,8120,0,0,3550,2850,0,0,20650
2021,4,1,6,Cajero,0,0,0,0,10700,2850,3550,0,0,3550,20650
2022,4,3,5,NA,0,0,0,6340,7900,0,3550,2850,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,2,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,1,5,Cajero,0,0,0,6340,7900,2850,0,0,0,3550,20640
2022,4,3,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2021,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,3,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,2850,3550,0,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,2,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,2,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2021,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,2,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,2,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,3,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2021,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2021,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,3,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,3,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,1,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,4,2,5,Contador,0,7900,0,6340,0,0,3550,2850,0,0,20640
2022,5,1,5,Empresa,0,6130,0,0,0,2850,3550,2850,0,0,15380
2022,5,1,6,Empresa,0,0,0,0,0,2850,3550,2850,0,3550,12800
2022,5,1,6,Empresa,0,0,6130,0,0,0,3550,4520,2850,3550,20600
2022,3,2,4,Contador,0,6130,0,14460,0,0,0,0,0,0,20590
2022,3,1,6,Contador,0,7900,0,8120,0,0,0,0,4520,0,20540
2022,3,1,6,Contador,0,7900,0,8120,0,0,0,4520,0,0,20540
2020,3,1,6,Contador,0,7900,0,8120,0,4520,0,0,0,0,20540
2022,3,1,6,Contador,0,7900,0,8120,0,0,0,4520,0,0,20540
2020,3,1,6,Contador,0,7900,0,8120,0,0,0,0,4520,0,20540
2021,3,1,6,Contador,0,7900,0,8120,0,0,0,0,4520,0,20540
2022,4,2,4,Contador,0,6130,0,6340,4520,0,3550,0,0,0,20540
2020,3,1,6,NA,0,0,0,8120,7900,0,0,4520,0,0,20540
2020,3,1,6,Cajero,0,0,0,8120,7900,4520,0,0,0,0,20540
2022,3,1,6,Contador,0,7900,0,8120,0,0,0,0,4520,0,20540
2022,3,1,6,Contador,0,7900,0,8120,0,4520,0,0,0,0,20540
2020,3,1,6,Cajero,0,0,0,8120,7900,4520,0,0,0,0,20540
2022,3,1,6,Contador,0,7900,0,8120,0,0,0,0,4520,0,20540
2022,3,1,6,Contador,0,7900,0,8120,0,0,0,0,4520,0,20540
2020,3,1,6,Contador,0,7900,0,8120,0,0,0,0,4520,0,20540
2021,4,1,8,NA,0,0,0,0,0,4520,7920,4520,0,3550,20510
2021,4,1,8,NA,0,0,0,0,0,4520,7920,4520,0,3550,20510
2021,4,1,8,NA,0,0,0,0,0,4520,7920,4520,0,3550,20510
2022,4,1,8,NA,0,0,0,0,0,4520,3550,0,4520,7920,20510
2022,4,1,7,Cajero,0,0,0,0,7900,4520,0,0,4520,3550,20490
2022,4,1,7,NA,0,0,0,0,7900,0,3550,4520,4520,0,20490
2022,4,1,7,Cajero,0,0,0,0,7900,4520,3550,4520,0,0,20490
2022,4,2,7,Cajero,0,0,0,0,7900,4520,3550,4520,0,0,20490
2022,4,1,7,Cajero,0,0,0,0,7900,4520,0,0,4520,3550,20490
2022,6,2,6,Empresa,0,0,0,0,9040,5700,0,5700,0,0,20440
2022,6,2,6,Empresa,0,0,0,0,9040,5700,0,5700,0,0,20440
2021,6,2,6,Empresa,0,0,0,0,9040,5700,0,5700,0,0,20440
2022,6,2,6,Empresa,0,0,0,0,9040,5700,0,5700,0,0,20440
2022,3,1,9,NA,0,0,0,0,0,0,10860,5970,0,3550,20380
2022,3,1,4,Contador,0,6130,6130,8120,0,0,0,0,0,0,20380
2022,3,2,4,Contador,0,6130,6130,8120,0,0,0,0,0,0,20380
2020,3,2,4,Contador,0,6130,6130,8120,0,0,0,0,0,0,20380
2022,3,1,4,Contador,0,6130,6130,8120,0,0,0,0,0,0,20380
2022,3,1,4,Contador,0,7900,6130,6340,0,0,0,0,0,0,20370
2022,3,2,4,Contador,0,14030,0,6340,0,0,0,0,0,0,20370
2022,3,1,4,Contador,0,7900,6130,6340,0,0,0,0,0,0,20370
2022,3,1,4,Contador,0,7900,6130,6340,0,0,0,0,0,0,20370
2020,3,1,4,Contador,0,7900,6130,6340,0,0,0,0,0,0,20370
2022,3,2,4,Contador,0,6130,0,6340,7900,0,0,0,0,0,20370
2022,3,3,4,Contador,0,7900,6130,6340,0,0,0,0,0,0,20370
2022,4,1,5,Contador,0,6130,6130,0,0,0,3550,4520,0,0,20330
2020,3,1,6,Contador,0,7900,7900,0,0,0,0,4520,0,0,20320
2021,3,1,6,Contador,0,7900,7900,0,0,0,0,0,4520,0,20320
2020,3,1,6,Contador,0,7900,7900,0,0,0,0,0,4520,0,20320
2020,3,1,6,Contador,0,7900,7900,0,0,0,0,4520,0,0,20320
2020,3,1,6,Contador,0,7900,7900,0,0,0,0,0,4520,0,20320
2022,3,1,6,Cajero,0,7900,0,0,7900,4520,0,0,0,0,20320
2022,3,1,6,Contador,0,7900,7900,0,0,0,0,4520,0,0,20320
2020,3,1,6,Contador,0,7900,7900,0,0,0,0,0,4520,0,20320
2020,3,1,6,Contador,0,7900,7900,0,0,0,0,0,4520,0,20320
2022,3,1,6,Contador,0,7900,7900,0,0,0,0,0,4520,0,20320
2022,3,1,6,Cajero,0,7900,0,0,7900,4520,0,0,0,0,20320
2022,3,1,6,Cajero,0,7900,0,0,7900,4520,0,0,0,0,20320
2022,3,2,6,Cajero,0,0,0,0,15800,4520,0,0,0,0,20320
2022,3,1,6,Contador,0,7900,7900,0,0,0,0,0,4520,0,20320
2021,3,1,6,Contador,0,7900,7900,0,0,0,0,0,4520,0,20320
2022,4,2,8,NA,0,0,0,0,0,0,11470,8820,0,0,20290
2022,4,1,7,NA,0,0,0,0,0,2850,6450,4520,0,6450,20270
2021,4,1,7,Cajero,0,0,0,0,7900,5970,0,2850,0,3550,20270
2022,4,1,6,NA,0,0,0,8120,0,0,6450,2850,2850,0,20270
2022,4,1,7,NA,0,0,0,0,0,2850,6450,4520,0,6450,20270
2022,4,1,7,NA,0,0,0,0,0,4520,6450,2850,0,6450,20270
2022,4,1,7,NA,0,0,0,0,0,4520,6450,2850,0,6450,20270
2022,4,1,7,NA,0,0,0,0,0,4520,6450,2850,0,6450,20270
2022,4,1,6,NA,0,0,0,8120,0,0,6450,2850,2850,0,20270
2022,4,1,7,NA,0,0,0,0,0,4520,6450,2850,0,6450,20270
2022,4,1,7,NA,0,0,0,0,0,4520,6450,2850,0,6450,20270
2022,4,1,7,NA,0,0,0,0,0,4520,6450,2850,0,6450,20270
2022,4,1,7,NA,0,0,0,0,0,4520,6450,2850,0,6450,20270
2022,4,1,7,NA,0,0,0,0,0,4520,6450,2850,0,6450,20270
2020,4,1,7,NA,0,0,0,0,0,4520,6450,2850,0,6450,20270
2021,4,1,7,NA,0,0,0,0,0,4520,6450,2850,0,6450,20270
2022,4,1,7,NA,0,0,0,0,0,4520,6450,2850,0,6450,20270
2021,5,1,7,Empresa,0,0,0,0,0,4520,6450,2850,2850,3550,20220
2022,5,1,6,Empresa,0,0,0,0,4520,2850,6450,2850,0,3550,20220
2022,5,1,7,Empresa,0,0,0,0,0,4520,6450,2850,2850,3550,20220
2022,5,1,7,Empresa,0,0,0,0,0,4520,6450,2850,2850,3550,20220
2022,5,1,6,Empresa,0,0,0,0,4520,2850,6450,2850,0,3550,20220
2022,5,1,7,Empresa,0,0,0,0,0,4520,3550,2850,2850,6450,20220
2022,5,1,7,Empresa,0,0,0,0,0,2850,6450,4520,2850,3550,20220
2022,5,1,7,Empresa,0,0,0,0,0,4520,6450,2850,2850,3550,20220
2022,3,1,7,Cajero,0,0,0,0,10700,5970,0,0,0,3550,20220
2022,5,1,7,Empresa,0,0,0,0,0,4520,6450,2850,2850,3550,20220
2022,5,1,7,Empresa,0,0,0,0,0,2850,6450,4520,2850,3550,20220
2022,5,1,7,Empresa,0,0,0,0,0,2850,6450,4520,2850,3550,20220
2020,5,1,6,Empresa,0,0,0,0,4520,2850,6450,2850,0,3550,20220
2022,3,1,7,Cajero,0,0,0,0,10700,5970,0,0,0,3550,20220
2021,5,1,6,Empresa,0,0,0,0,4520,2850,6450,2850,0,3550,20220
2021,5,1,6,Empresa,0,0,0,0,4520,2850,6450,2850,0,3550,20220
2022,5,1,6,Empresa,0,0,0,0,4520,2850,6450,2850,0,3550,20220
2022,5,1,7,Empresa,0,0,0,0,0,4520,6450,2850,2850,3550,20220
2020,5,1,6,Empresa,0,0,0,0,4520,2850,6450,2850,0,3550,20220
2022,2,2,6,NA,0,0,0,20210,0,0,0,0,0,0,20210
2020,2,2,6,NA,0,0,0,20210,0,0,0,0,0,0,20210
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,2,6,Empresa,0,0,0,0,4520,2850,7100,5700,0,0,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2021,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2021,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2020,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2021,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2021,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,6,2,6,Empresa,0,0,0,0,4520,2850,3550,2850,2850,3550,20170
2022,4,1,6,NA,0,0,0,6340,0,0,6450,4520,2850,0,20160
2022,4,1,6,NA,0,0,0,6340,0,2850,6450,4520,0,0,20160
2022,4,2,6,NA,0,0,0,6340,0,2850,6450,4520,0,0,20160
2022,4,1,6,NA,0,0,0,6340,0,2850,6450,4520,0,0,20160
2021,4,1,6,NA,0,0,0,6340,0,2850,6450,4520,0,0,20160
2022,4,1,6,NA,0,0,0,6340,0,4520,6450,2850,0,0,20160
2022,4,1,8,NA,0,0,0,0,0,2850,10860,2850,0,3550,20110
2022,4,1,8,NA,0,0,0,0,0,2850,10860,2850,0,3550,20110
2022,5,1,5,Empresa,0,0,0,6340,4520,2850,0,0,2850,3550,20110
2022,4,1,8,NA,0,0,0,0,0,0,10860,2850,2850,3550,20110
2022,4,1,8,NA,0,0,0,0,0,2850,10860,2850,0,3550,20110
2022,4,1,8,NA,0,0,0,0,0,2850,10860,2850,0,3550,20110
2022,4,1,8,NA,0,0,0,0,0,2850,10860,2850,0,3550,20110
2022,4,1,8,NA,0,0,0,0,0,2850,10860,2850,0,3550,20110
2022,4,1,8,NA,0,0,0,0,0,2850,10860,2850,0,3550,20110
2022,4,1,8,NA,0,0,0,0,0,2850,10860,2850,0,3550,20110
2022,5,2,5,Empresa,0,0,0,6340,4520,2850,3550,2850,0,0,20110
2021,5,2,5,Empresa,0,0,0,6340,4520,2850,3550,2850,0,0,20110
2022,5,1,6,Empresa,0,0,0,0,4520,2850,3550,2850,0,0,13770
2021,4,1,7,NA,0,0,0,0,0,2850,7920,2850,0,6450,20070
2022,4,1,6,Cajero,0,0,0,0,7900,2850,0,2850,0,6450,20050
